"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.componentPart","PackagedProductDefinition.packaging.componentPart","","","",0,1,"","","Y","boolean {[]} {[]}
","Is this a part of the packaging (e.g. a cap or bottle stopper), rather than the packaging itself (e.g. a bottle or vial)","Is this a part of the packaging (e.g. a cap or bottle stopper), rather than the packaging itself (e.g. a bottle or vial). The latter type are designed be a container, but the former are not.","","","","If absent, it cannot be assumed that the item is packaging (a container) or a part of the packaging - it is just 'packaging'. Systems can sometimes infer this from the packaging.type (e.g. bottles are containers, bottle caps are not), or from the fact that a container will usually have other items within it (though it is possible that these exist but are not mentioned). Often the distinction is not critical - and can easily be understood by humans - but if that is necessary for machine processing it is recommended that this attribute is given a value.","","","","","",,,,,"",,,,"PackagedProductDefinition.packaging.componentPart",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.quantity","PackagedProductDefinition.packaging.quantity","","","",0,1,"","","Y","integer {[]} {[]}
","The quantity of this level of packaging in the package that contains it (with the outermost level being 1)","The quantity of packaging items contained at this layer of the package. This does not relate to the number of contained items but relates solely to the number of packaging items. When looking at the outermost layer it is always 1. If there are two boxes within, at the next layer it would be 2.","","","","","","","","","",,,,,"",,,,"PackagedProductDefinition.packaging.quantity",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.material","PackagedProductDefinition.packaging.material","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Material type of the package item","Material type of the package item.","","","","","","","","","",,"preferred","","http://hl7.org/fhir/uv/emedicinal-product-info/ValueSet/packageMaterial","",,,,"PackagedProductDefinition.packaging.material",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.alternateMaterial","PackagedProductDefinition.packaging.alternateMaterial","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","A possible alternate material for this part of the packaging, that is allowed to be used instead of the usual material","A possible alternate material for this part of the packaging, that is allowed to be used instead of the usual material (e.g. different types of plastic for a blister sleeve).","","","","","","","","","",,"example","A material used in the construction of packages and their components.","http://hl7.org/fhir/ValueSet/package-material","",,,,"PackagedProductDefinition.packaging.alternateMaterial",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage","PackagedProductDefinition.packaging.shelfLifeStorage","","","",0,*,"","","Y","ProductShelfLife {[]} {[]}
","Shelf Life and storage information.","Shelf Life and storage information.","","","","","","","","","",,,,,"",,,,"PackagedProductDefinition.packaging.shelfLifeStorage",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.id","PackagedProductDefinition.packaging.shelfLifeStorage.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.extension","PackagedProductDefinition.packaging.shelfLifeStorage.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.modifierExtension","PackagedProductDefinition.packaging.shelfLifeStorage.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/5.0.0-snapshot3/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneType.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.type","PackagedProductDefinition.packaging.shelfLifeStorage.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","This describes the shelf life, taking into account various scenarios such as shelf life of the packaged Medicinal Product itself, shelf life after transformation where necessary and shelf life after the first opening of a bottle, etc. The shelf life type shall be specified using an appropriate controlled vocabulary The controlled term and the controlled term identifier shall be specified","This describes the shelf life, taking into account various scenarios such as shelf life of the packaged Medicinal Product itself, shelf life after transformation where necessary and shelf life after the first opening of a bottle, etc. The shelf life type shall be specified using an appropriate controlled vocabulary The controlled term and the controlled term identifier shall be specified.","","","","","","","","","",,"preferred","","http://hl7.org/fhir/uv/emedicinal-product-info/ValueSet/shelfLifeType","",,,,"ProductShelfLife.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]","","","",0,1,"","","Y","Duration {[]} {[]}
string {[]} {[]}","The shelf life time period can be specified using a numerical value for the period of time and its unit of time measurement The unit of measurement shall be specified in accordance with ISO 11240 and the resulting terminology The symbol and the symbol identifier shall be used","The shelf life time period can be specified using a numerical value for the period of time and its unit of time measurement The unit of measurement shall be specified in accordance with ISO 11240 and the resulting terminology The symbol and the symbol identifier shall be used.","","","","","","","","","",,,,,"","type:$this}
","",,"open","ProductShelfLife.period[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]:periodDuration","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]","periodDuration","","",0,1,"","","Y","Duration {[]} {[]}
","The shelf life time period can be specified using a numerical value for the period of time and its unit of time measurement The unit of measurement shall be specified in accordance with ISO 11240 and the resulting terminology The symbol and the symbol identifier shall be used","The shelf life time period can be specified using a numerical value for the period of time and its unit of time measurement The unit of measurement shall be specified in accordance with ISO 11240 and the resulting terminology The symbol and the symbol identifier shall be used.","","","","","","","","","",,,,,"",,,,"ProductShelfLife.period[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]:periodDuration.id","PackagedProductDefinition.packaging.shelfLifeStorage.period[x].id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]:periodDuration.extension","PackagedProductDefinition.packaging.shelfLifeStorage.period[x].extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]:periodDuration.value","PackagedProductDefinition.packaging.shelfLifeStorage.period[x].value","","","",0,1,"","","Y","decimal {[]} {[]}
","Numerical value (with implicit precision)","The value of the measured amount. The value includes an implicit precision in the presentation of the value.","The implicit precision in the value should always be honored. Monetary values have their own rules for handling precision (refer to standard accounting text books).","Precision is handled implicitly in almost all cases of measurement.","","","","","","","",,,,,"",,,,"Quantity.value",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]:periodDuration.comparator","PackagedProductDefinition.packaging.shelfLifeStorage.period[x].comparator","","","",0,1,"","Y","Y","code {[]} {[]}
","< | <= | >= | > | ad - how to understand the value","How the value should be understood and represented - whether the actual value is greater or less than the stated value due to measurement issues; e.g. if the comparator is ""<"" , then the real value is < stated value.","","Need a framework for handling measures where the value is <5ug/L or >400mg/L due to the limitations of measuring methodology.","","If there is no comparator, then there is no modification of the value","","","","","",,"required","","http://hl7.org/fhir/ValueSet/quantity-comparator|5.0.0-snapshot3","",,,,"Quantity.comparator",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]:periodDuration.unit","PackagedProductDefinition.packaging.shelfLifeStorage.period[x].unit","","","",0,1,"","","Y","string {[]} {[]}
","Unit representation","A human-readable form of the unit.","","There are many representations for units of measure and in many contexts, particular representations are fixed and required. I.e. mcg for micrograms.","","","","","","","",,,,,"",,,,"Quantity.unit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]:periodDuration.system","PackagedProductDefinition.packaging.shelfLifeStorage.period[x].system","","","",0,1,"","","Y","uri {[]} {[]}
","System that defines coded unit form","The identification of the system that provides the coded form of the unit.","","Need to know the system that defines the coded form of the unit.","","","","","","","",,,,,"",,,,"Quantity.system",0,1,"qty-3
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.period[x]:periodDuration.code","PackagedProductDefinition.packaging.shelfLifeStorage.period[x].code","","","",0,1,"","","Y","code {[]} {[]}
","Coded form of the unit","A computer processable form of the unit in some unit representation system.","The preferred system is UCUM, but SNOMED CT can also be used (for customary units) or ISO 4217 for currency.  The context of use may additionally require a code from a particular system.","Need a computable form of the unit that is fixed across all forms. UCUM provides this for quantities, but SNOMED CT provides many units of interest.","","","","","","","",,"preferred","","http://hl7.org/fhir/uv/emedicinal-product-info/ValueSet/unitofMeasure","",,,,"Quantity.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.shelfLifeStorage.specialPrecautionsForStorage","PackagedProductDefinition.packaging.shelfLifeStorage.specialPrecautionsForStorage","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Special precautions for storage, if any, can be specified using an appropriate controlled vocabulary The controlled term and the controlled term identifier shall be specified","Special precautions for storage, if any, can be specified using an appropriate controlled vocabulary The controlled term and the controlled term identifier shall be specified.","","","","","","","","","",,"preferred","","http://hl7.org/fhir/uv/emedicinal-product-info/ValueSet/specialPrecautionsForStorage","",,,,"ProductShelfLife.specialPrecautionsForStorage",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.manufacturer","PackagedProductDefinition.packaging.manufacturer","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/uv/emedicinal-product-info/StructureDefinition/Organization-uv-epi]]}
","Manufacturer of this packaging item (multiple means these are all potential manufacturers)","Manufacturer of this packaging item. When there are multiple values each one is a potential manufacturer of this packaging item.","","","","","","","","","",,,,,"",,,,"PackagedProductDefinition.packaging.manufacturer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.property","PackagedProductDefinition.packaging.property","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","General characteristics of this item","General characteristics of this item.","","","","","","","","","",,,,,"",,,,"PackagedProductDefinition.packaging.property",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.property.id","PackagedProductDefinition.packaging.property.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.property.extension","PackagedProductDefinition.packaging.property.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.property.modifierExtension","PackagedProductDefinition.packaging.property.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/5.0.0-snapshot3/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.property.type","PackagedProductDefinition.packaging.property.type","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","A code expressing the type of characteristic","A code expressing the type of characteristic.","","","","","","","","","",,"example","This value set includes all observable entity codes from SNOMED CT - provided as an exemplar value set.","http://hl7.org/fhir/ValueSet/product-characteristic-codes","",,,,"PackagedProductDefinition.packaging.property.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.property.value[x]","PackagedProductDefinition.packaging.property.value[x]","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
Quantity {[]} {[]}date {[]} {[]}boolean {[]} {[]}Attachment {[]} {[]}","A value for the characteristic","A value for the characteristic.","","","","","","","","","",,,,,"",,,,"PackagedProductDefinition.packaging.property.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.containedItem","PackagedProductDefinition.packaging.containedItem","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","The item(s) within the packaging","The item(s) within the packaging.","","","","","","","","","",,,,,"",,,,"PackagedProductDefinition.packaging.containedItem",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.containedItem.id","PackagedProductDefinition.packaging.containedItem.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.containedItem.extension","PackagedProductDefinition.packaging.containedItem.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.containedItem.modifierExtension","PackagedProductDefinition.packaging.containedItem.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/5.0.0-snapshot3/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.containedItem.item","PackagedProductDefinition.packaging.containedItem.item","","","",1,1,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/uv/emedicinal-product-info/StructureDefinition/ManufacturedItemDefinition-uv-epi], CanonicalType[http://hl7.org/fhir/StructureDefinition/DeviceDefinition]]}
","The actual item(s) of medication, as manufactured, or a device, or other medically related item (food, biologicals, raw materials, medical fluids, gases etc.), as contained in the package","The actual item(s) of medication, as manufactured, or a device (typically, but not necessarily, a co-packaged one), or other medically related item (such as food, biologicals, raw materials, medical fluids, gases etc.), as contained in the package. This also allows another whole packaged product to be included, which is solely for the case where a package of other entire packages is wanted - such as a wholesale or distribution pack (for layers within one package, use PackagedProductDefinition.packaging.packaging).","","","","","","","","","",,,,,"",,,,"PackagedProductDefinition.packaging.containedItem.item",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.containedItem.amount","PackagedProductDefinition.packaging.containedItem.amount","","","",0,1,"","","Y","Quantity {[]} {[]}
","The number of this type of item within this packaging","The number of this type of item within this packaging.","","","","","","","","","",,,,,"",,,,"PackagedProductDefinition.packaging.containedItem.amount",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.packaging.packaging","PackagedProductDefinition.packaging.packaging","","","",0,*,"","","Y","","Used to nest layers of packaging; e.g., outside to inside with secondary package and then primary package)","Allows containers (and parts of containers) within containers, still as a part of a single packaged product. See also PackagedProductDefinition.packaging.containedItem.item(PackagedProductDefinition).","","","","","","","","","",,,,,"",,,,"PackagedProductDefinition.packaging.packaging",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PackagedProductDefinition-uv-epi","PackagedProductDefinition.characteristic","PackagedProductDefinition.characteristic","","","",0,*,"","","Y","","Allows the key features to be recorded, such as ""hospital pack"", ""nurse prescribable""","Allows the key features to be recorded, such as ""hospital pack"", ""nurse prescribable"", ""calendar pack"".","","","","","","","","","",,,,,"",,,,"PackagedProductDefinition.characteristic",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"RegulatedAuthorization-uv-epi","RegulatedAuthorization","RegulatedAuthorization","","","",0,*,"","","","","Regulatory approval, clearance or licencing related to a regulated product, treatment, facility or activity e.g. Market Authorization for a Medicinal Product","Regulatory approval, clearance or licencing related to a regulated product, treatment, facility or activity that is cited in a guidance, regulation, rule or legislative act. An example is Market Authorization relating to a Medicinal Product.","","","","","","","","","",,,,,"",,,,"RegulatedAuthorization",0,*,"",""
"RegulatedAuthorization-uv-epi","RegulatedAuthorization.id","RegulatedAuthorization.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","Within the context of the FHIR RESTful interactions, the resource has an id except for cases like the create and conditional update. Otherwise, the use of the resouce id depends on the given use case.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"RegulatedAuthorization-uv-epi","RegulatedAuthorization.meta","RegulatedAuthorization.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"RegulatedAuthorization-uv-epi","RegulatedAuthorization.implicitRules","RegulatedAuthorization.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"RegulatedAuthorization-uv-epi","RegulatedAuthorization.language","RegulatedAuthorization.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","IETF language tag","http://hl7.org/fhir/ValueSet/languages","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"RegulatedAuthorization-uv-epi","RegulatedAuthorization.text","RegulatedAuthorization.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have a narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"RegulatedAuthorization-uv-epi","RegulatedAuthorization.contained","RegulatedAuthorization.contained","","inline resources
anonymous resourcescontained resources","",0,*,"","","","Resource {[]} {[]}
","Contained, inline Resources","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, nor can they have their own independent transaction scope. This is allowed to be a Parameters resource if and only if it is referenced by a resource that provides context/meaning.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags in their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"",""
"RegulatedAuthorization-uv-epi","RegulatedAuthorization.extension","RegulatedAuthorization.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
